id,content,comments,keywords,tendency,views,date
977821,"현재 일하는 회사가 3월 말에 문을 닫게 되어, 맨파워코리아 아웃소싱 회사의 물류센터에 면접을 보러 갔습니다. 면접 과정에서의 불편한 경험과 고민 사항을 공유합니다. 맨파워코리아의 평판이 좋지 않아 고민 중입니다. 세븐일레븐 편의점 물류센터로 갈지 결정해야 합니다.",맨파워코리아는 악덕 업체로 알려져 있습니다.; 편의점 물류센터도 추천하고 싶지 않습니다.; 맨파워코리아의 갑작스러운 출근 취소 사례가 있습니다.,맨파워코리아; 물류센터; 아웃소싱,경험성,469,2025-01-26 16:01
977819,"피자몰 아르바이트에 지원했으나, 이틀 동안 이력서 열람이 되지 않았습니다. 모든 음식점이 이런지 궁금합니다.",이미 뽑았거나 순차적으로 확인 중일 수 있습니다.; 지원 순서대로 확인하니 열람이 없으면 다른 곳을 알아보라고 합니다.,피자몰; 아르바이트; 이력서,질문성,260,2025-01-26 15:25
977816,"단기 아르바이트에 지원했는데, 개인정보와 계좌번호를 요구받았습니다. 명의 도용이나 사기가 우려됩니다.",신분증 사진이나 계좌번호 요구는 급여 지급을 위한 것일 수 있습니다.; 확정 문자를 받지 못하면 취소될 수 있습니다.,단기 아르바이트; 개인정보; 명의 도용,질문성,224,2025-01-26 15:23
977814,"PC방 아르바이트를 고려 중인데, 어떤지 궁금합니다. 피시방 음식도 많아졌다고 들었습니다.",PC방 아르바이트는 시간대와 좌석 수에 따라 다릅니다.; 음식점 알바처럼 바쁠 수 있습니다.,PC방; 아르바이트; 음식,질문성,411,2025-01-26 15:17
977813,"경기도 이천의 DHL 물류센터에 젊은 사람들이 많은지, 텃세가 있는지 궁금합니다.",어딜 가나 텃세는 있습니다.,DHL 물류센터; 경기도 이천; 텃세,질문성,139,2025-01-26 15:16
977812,쿠팡 아르바이트 확정이 이번 주에 오길 바라고 있습니다.,꼭 올 것이라고 응원합니다.; 여기저기 신청하면 확정될 수 있습니다.,쿠팡; 아르바이트; 확정,경험성,640,2025-01-26 14:48
977811,카페 아르바이트를 시작한 지 일주일이 되었습니다. 실수가 많아 그만두는 것이 나을지 고민입니다.,"실수는 누구나 하며, 좀 더 해보라고 조언합니다.; 경험을 쌓으며 적응할 수 있다고 응원합니다.",카페 아르바이트; 실수; 적응,질문성,589,2025-01-26 14:39
977810,2월 3일부터 2월 28일까지 단기 아르바이트가 가능한지 궁금합니다. 3월 4일부터 새로운 일을 시작할 예정입니다.,3월 4일에 새로운 일을 하시면 될 것 같습니다.,단기 아르바이트; 기간; 생산직,질문성,156,2025-01-26 14:38
977808,"올리브영 양지 야간 근무 시, 핸드폰을 주머니에 넣고 일할 수 있는지 궁금합니다. 사물함이 없어 불안합니다.","핸드폰은 주머니에 넣고 일할 수 있으며, 카메라에 보안 스티커를 붙여야 합니다.",올리브영; 야간 근무; 핸드폰,질문성,531,2025-01-26 14:23
977806,"치과 데스크에서의 근무 경험을 묻습니다. 주로 어떤 업무를 맡게 되는지, 처음이라 어려운지 궁금합니다.","접수, 수납, 예약 등을 담당하며, 프로그램 사용에 익숙해지면 어렵지 않다고 합니다.; 치과 데스크와 치위생사 간의 신경전이 있을 수 있습니다.",치과 데스크; 업무; 경험,질문성,424,2025-01-26 13:50
977803,에슐리 AK 기흥점에서의 근무 환경에 대해 부정적인 경험을 공유합니다. 성차별과 정치질이 심합니다.,에슐리퀀즈는 최악의 알바라고 평가됩니다.; 남성에게만 힘든 일을 시키는 문화가 문제라고 지적합니다.,에슐리; 근무 환경; 성차별,경험성,485,2025-01-26 13:19
977802,"곤쿠와 용쿠의 차이를 설명합니다. 곤쿠는 주로 젊은 직원들로 이루어져 있으며, 용쿠는 연령대가 높습니다. 개인적으로 곤쿠가 더 편하다고 생각합니다.","곤쿠 식당은 바깥에 있고, 휴게실은 건물 2층에 있다고 합니다.",곤쿠; 용쿠; 차이,경험성,301,2025-01-26 13:18
977800,"알바 지원을 많이 했지만, 답변을 받지 못하고 있습니다. 나이 때문인지 고민됩니다.",연휴 기간이라 기업들이 사람을 많이 뽑지 않는다고 합니다.; 경쟁이 치열하여 연락이 오지 않는다는 의견이 있습니다.,아르바이트 지원; 답변; 나이,질문성,628,2025-01-26 12:14
977799,"택배 보조 업무를 했는데, 이번 주에 급여를 받지 못했습니다. 어떻게 대처해야 할지 고민입니다.",노동부에 신고하면 급여를 받을 수 있을 것입니다.; 회사에 직접 연락해보세요.,택배 보조 업무; 급여 미지급; 노동부,질문성,176,2025-01-26 12:01
977797,"미성년자 아르바이트에서 부당한 대우를 받았습니다. 근로계약서 파기, 임금 지급 지연, 보건증 요구 없음 등 여러 문제를 겪었습니다. 노동청에 신고 중입니다.","근로계약서 파기는 불법이며, 신고할 수 있습니다.; 미성년자라면 더욱 주의해야 합니다.",미성년자 아르바이트; 부당 대우; 근로계약서,경험성,644,2025-01-26 10:55
977794,주급제를 제공하는 다양한 플랫폼에 대한 정보를 찾고 싶습니다. 알바몬 외에 다른 플랫폼도 있을까요?,,주급제; 플랫폼; 알바몬,질문성,88,2025-01-26 10:35
977793,안성 원곡 신선물류센터에 대한 정보를 요청합니다. 추천받았지만 직접 경험한 분들의 의견을 듣고 싶습니다.,"지인에게 직접 물어보는 것이 좋습니다.; 체험이 가장 확실한 방법입니다.; 출고 파트에서는 잔소리와 텃세가 있으며, 특히 수요일이 가장 힘든 날입니다.",안성 원곡 신선물류센터; 출고 파트; 체험,질문성,181,2025-01-26 10:12
977792,11:30부터 10:30까지 주 5일 근무 조건에 대해 궁금합니다. 휴게시간 1시간 포함이고 세전 280만원입니다. 의견 부탁드립니다.,해당 조건은 최저임금 수준입니다.; 실제 수령액은 220-230만원으로 예상됩니다.; 잔업 2시간 포함이면 금액이 적을 수 있습니다.,근무 조건; 최저임금; 실수령액,질문성,409,2025-01-26 09:57
977790,구직 활동 중 지원한 9곳에서 열람되지 않았습니다. 지원이 흔히 열람되지 않는 이유가 있을까요?,면접 진행 중일 가능성이 있습니다.; 노출 범위가 넓은 플랫폼에서는 경쟁이 심할 수 있습니다.; 기다리다 보면 연락이 올 수 있습니다.,구직 활동; 지원 열람; 경쟁,질문성,684,2025-01-26 08:34
977789,ㄹㅇ마라탕 일산점에서 근무한 경험이 있는 분들의 솔직한 후기를 부탁드립니다.,,마라탕; 일산점; 근무 후기,질문성,53,2025-01-26 08:34
977788,일산 뉴코아아울렛 8층 카페 루ㄱ에서 근무했던 분들의 후기를 요청합니다.,,뉴코아아울렛; 카페 루ㄱ; 근무 후기,질문성,43,2025-01-26 08:33
977787,쿠팡 정기 배송일이 내일부터 시작됩니다.,정기 배송일은 매달 1일입니다.,쿠팡; 정기 배송; 배송 일정,질문성,291,2025-01-26 06:39
977785,새벽에 지원하려다 공고가 사라져 아쉬운 심정을 토로합니다. 새벽에 지원하는 것이 적절한지 궁금합니다.,다른 사람들은 시간에 관계없이 지원합니다.; 새벽에 지원해도 무방합니다.,구직 지원; 새벽 지원; 공고 마감,경험성,771,2025-01-26 06:05
977784,쿠팡 근무 확정을 원합니다. 쿠팡에서 근무하는 것이 좋은 선택인지 궁금합니다.,쿠팡 근무에 대한 긍정적인 의견이 많지 않습니다.; 다른 물류센터도 고려해보세요.,쿠팡; 근무 확정; 물류센터,질문성,782,2025-01-26 05:51
977783,프랜차이즈 닭발집에서 계약서 없이 한 달 넘게 일했습니다. 당일 그만둔다고 통보해도 될까요?,적응이 힘들다면 일주일 후 퇴사를 권장합니다.,프랜차이즈; 계약서; 퇴사 통보,질문성,140,2025-01-26 05:47
977782,오산 삼성웰스토리 식자재 물류센터에 대한 정보를 요청합니다. 냉동 작업 여부와 부장에 대한 경험을 듣고 싶습니다.,냉동 작업은 3시간 정도 진행됩니다.; 부장은 인상적이며 주의가 필요합니다.,삼성웰스토리; 식자재 물류; 냉동 작업,질문성,327,2025-01-26 05:00
977781,CCTV 감시가 심한 CU 청주 교육대 앞 수곡청남로점에 대한 경고를 공유합니다.,,CU; CCTV 감시; 청주 교육대,경험성,1,2025-01-26 04:55
977780,자바리쿠르트에서 근무 시 텃세와 욕설이 심하다는 경험담을 공유합니다. 일에만 집중해야 합니다.,욕설은 녹음하여 증거를 남기세요.; 직원들이 텃세를 부린다는 의견이 있습니다.,자바리쿠르트; 텃세; 욕설,경험성,585,2025-01-26 04:07
977779,편의점에서 물건 결제 실수로 인한 재고 문제 가능성을 걱정합니다. 사장님께 어떻게 말해야 할까요?,재고 수정을 통해 문제를 해결할 수 있습니다.; 사장님께 설명하는 것이 좋습니다.,편의점; 결제 실수; 재고 문제,질문성,433,2025-01-26 03:40
977778,첫 아르바이트를 구하는 고등학생입니다. 증명사진을 어디에 올려야 할까요?,이력서에 사진을 첨부하는 것이 좋습니다.; 증명사진을 올리는 것이 중요합니다.,아르바이트; 이력서; 증명사진,질문성,481,2025-01-26 02:31
977777,대형 프랜차이즈 카페에서 마감 매니저 때문에 그만두고 싶습니다. 일을 잘 못하는 것인지 궁금합니다.,매니저로 인해 힘든 상황이 많습니다.; 다른 곳으로 이직을 고려하세요.,프랜차이즈 카페; 마감 매니저; 이직,질문성,363,2025-01-26 02:14
977776,카페 알바에서 레시피의 단위 사용 방법에 대해 문의드립니다. g와 ml의 사용이 혼란스럽습니다.,카페 레시피는 주로 g을 사용합니다.; 단위 사용에 대한 명확한 지침이 필요합니다.,카페 알바; 레시피; 단위 사용,질문성,413,2025-01-26 01:50
977775,편의점에서 알바 중 CCTV 감시와 사장님의 잦은 잔소리에 시달리고 있습니다. 일을 계속해야 할지 고민됩니다.,CCTV 감시는 비합법적입니다.; 더 나은 근무 환경을 찾아보세요.,편의점; CCTV 감시; 근무 환경,경험성,650,2025-01-26 01:42
977774,수습기간 중 알바 그만두기에 대해 근로기준법과 계약서 내용이 상충됩니다. 어떤 것이 맞나요?,근로기준법을 따르는 것이 맞습니다.; 당일 통보도 가능합니다.,수습기간; 근로기준법; 퇴사 통보,질문성,262,2025-01-26 01:24
977773,보안업체에서 경비교육 비용을 부담해야 하는지 궁금합니다. 회사에서 지원하는 것이 일반적인가요?,일부 업체는 교육비를 지원하지 않습니다.; 자비 부담이 필요할 수 있습니다.,보안업체; 경비교육; 비용 부담,질문성,142,2025-01-26 01:23
977772,"알바 사장이 저를 야, 니로 부르는 것이 모욕적입니다. 어떻게 대처해야 할까요? 처음에는 실수로 이해했지만 반복되니 기분이 나쁩니다.",,알바 사장; 호칭; 모욕감,질문성,1,2025-01-26 01:22
977770,"알바를 그만둘 때 제출한 서류를 가져가나요? 신분증 사진을 제출했었는데, 사업장에서 보관할까요?",찝찝하면 서류를 반환 요청하세요.; 저는 서류를 가지고 나옵니다. 신분증 사진은 발급일자를 가리고 제출합니다.,알바 서류; 신분증 사진; 반환 요청,질문성,458,2025-01-26 00:22
977769,"수원역 987솥뚜껑에서의 알바 후기를 공유합니다. 사장님과 점장님 모두 친절하며, 월급도 제때 지급되어 일하기 좋습니다.",,수원역; 알바 후기; 친절한 사장,경험성,184,2025-01-25 23:35
977768,이천 지그재그에서 4일째 임금을 받지 못하고 있습니다. 이 업체는 이름을 바꿔가며 공고를 올리는 것으로 보입니다. 피해를 주의하세요.,"이 업체는 평판이 좋지 않으며, 직원들에 대한 대우가 좋지 않습니다.; 이천 지그재그는 문제가 많습니다. 특히 특정 직원에 대해 조심하세요.",이천 지그재그; 임금 미지급; 주의 사항,경험성,429,2025-01-25 23:33
977765,"알바 공고가 새로 올라왔습니다. 면접 후 연락이 없어 불합격이라 생각했는데, 재지원해야 할까요?",재지원하지 않습니다. 더 적합한 지원자를 찾으려는 것 같습니다.,알바 공고; 재지원; 면접,질문성,327,2025-01-25 23:16
977764,동춘역 근처 원아웃소싱 화장품 업체에 다녀보신 분 있나요? 명절 끝나고 가기로 했습니다.,아웃소싱 화장품 업체는 텃세가 심합니다.; 4대 보험을 요구하니 부담이 될 수 있습니다.,동춘역; 아웃소싱 화장품; 텃세,질문성,167,2025-01-25 22:49
977763,카페 마감 알바 중 실수한 음료를 어떻게 처리하나요? 버리거나 가져가거나 돈을 주고 사야 할까요?,"사장님께 폐기할 음료는 손님에게 서비스로 드리라고 하셨습니다.; 실수를 줄이는 것이 중요하며, 가져갈 때는 허락을 받아야 합니다.",카페 마감; 음료 실수; 처리 방법,질문성,646,2025-01-25 22:41
977762,알바 동료들을 어떻게 부르시나요? 외국인 직원의 경우 이름에 '님'을 붙여 부르는 것이 좋을까요?,~님이 가장 무난합니다. 직급이 있다면 직급으로 부르는 것이 좋습니다.,호칭; 외국인 직원; 직장 예절,질문성,523,2025-01-25 22:28
977760,다음달에 알바 자리가 나올까요? 대학생 개강 시즌이 언제인지 궁금합니다.,다음달에도 알바 자리 상황이 좋지 않을 것으로 보입니다.,알바 자리; 대학생 개강; 시즌,질문성,720,2025-01-25 22:14
977759,안성파스토에서 근무 후 당일 지급이 안 되는 경우가 있나요? 주말에는 지급이 안 되나요?,주말에는 입금이 안 되는 경우가 많습니다.,안성파스토; 급여 지급; 주말,질문성,156,2025-01-25 22:13
977756,피자집에서 처음 알바를 시작했는데 롤러기에 손이 끼일까봐 무섭습니다. 손 끼임 사고가 흔한가요?,손 끼임 사고는 흔하지 않지만 주의가 필요합니다.,피자 롤러기; 알바 안전; 손 끼임,질문성,182,2025-01-25 21:41
977752,오산 신세계푸드와 군포 네이버 물류 중 초보자가 어디에 가면 좋을까요?,쿠팡이 가장 할 만하고 시급이 좋습니다. 신세계푸드는 라인 작업이 힘들지만 단순 반복 작업입니다.,신세계푸드; 군포 네이버 물류; 초보자 선택,질문성,268,2025-01-25 21:13
977750,개인카페 주말 마감 알바가 어떤가요? 카페 무경력이라 걱정됩니다.,마감은 청소와 설거지를 포함해 힘들 수 있습니다.,개인카페; 마감 알바; 청소,질문성,243,2025-01-25 20:36
977749,카페 알바에서 텃세를 경험했습니다. 수습 기간에 설거지만 시키고 질문에 답하지 않습니다.,텃세가 있는 곳이 많습니다. 주의하세요.,카페 알바; 텃세; 수습 기간,경험성,806,2025-01-25 20:35
977746,화성컴퍼니에서 노쇼 해보신 분 있나요? 경험 공유 부탁드립니다.,,화성컴퍼니; 노쇼; 경험 공유,질문성,181,2025-01-25 20:20
977745,해고예고수당을 받을 수 있을까요? 카페에서 4개월 근무 후 경영난으로 인해 해고 통보를 받았습니다.,30일 전 예고하지 않으면 해고예고수당을 받을 수 있습니다.,해고예고수당; 카페 근무; 해고 통보,질문성,306,2025-01-25 20:17
977744,쿠팡이나 컬리 일용직은 명절에 추가 수당을 받나요?,쿠팡은 공휴일에 1.5배 수당을 지급합니다.,쿠팡; 컬리; 명절 수당,질문성,754,2025-01-25 20:09
977739,중국집 서빙은 어떤 점이 어렵나요? 서빙 경력은 많은데 중국집은 처음입니다.,배달과 홀 손님이 몰릴 때가 어렵습니다.,중국집 서빙; 서빙 난이도; 배달,질문성,119,2025-01-25 19:33
977737,온누리 농축산 팀장 업무가 힘듭니다. 친절하지 못하다는 소리를 들었습니다.,,온누리 농축산; 팀장 업무; 친절,경험성,362,2025-01-25 19:24
977736,뽀로로파크에서 일해보신 분 있나요? 근무 환경이 궁금합니다.,,뽀로로파크; 근무 환경; 경험 공유,질문성,76,2025-01-25 19:23
977734,"농축산 분야의 근무 환경이 매우 힘들고 비효율적이라는 불만을 제기합니다. 점심시간이 30분에 불과하고, 잠시 쉬는 시간도 부족합니다.",일용직의 힘든 현실을 반영합니다.; 좋은 곳으로 이동할 것을 권장합니다.; 팀장이 문제라는 의견이 있습니다.,농축산; 근무 환경; 점심시간,경험성,237,2025-01-25 18:58
977733,편의점 아르바이트 중 발목을 다쳐서 근무 지속 여부에 대해 고민하고 있습니다. 목발을 사용하고 있지만 점장님께 그만두는 것이 예의일지 고민됩니다.,발목이 다친 상황이라면 그만두는 것이 좋습니다.; 산재 가능성을 확인해보십시오.; 건강이 최우선입니다.,편의점; 발목 골절; 산재,질문성,295,2025-01-25 18:53
977732,내일 쿠팡 출근 확정받으신 분이 있는지 궁금합니다. 동탄 지역입니다.,동탄 쿠팡 확정 받았다는 의견이 많습니다.,쿠팡; 동탄; 출근 확정,질문성,609,2025-01-25 18:48
977731,양지 올리브영에 가야 할지 고민됩니다. 티오가 나올지 궁금합니다.,올리브영에서 일할 기회가 있으면 시도해보라는 의견이 있습니다.,올리브영; 양지; 취업 기회,질문성,402,2025-01-25 18:45
977729,"농축산 분야의 근무 환경이 매우 힘들다는 경험을 공유합니다. 점심시간이 짧고, 쉬는 시간이 부족합니다.",좋은 곳으로 이동할 것을 권장합니다.; 일자리를 바꾸라는 의견이 많습니다.,농축산; 근무 환경; 점심시간,경험성,316,2025-01-25 18:33
977728,이번 명절에 할 수 있는 아르바이트를 추천받고 싶습니다.,노력 없이는 성과가 없다는 의견이 있습니다.; 대리운전이나 배달을 추천하는 의견이 있습니다.,명절; 아르바이트; 일자리,질문성,325,2025-01-25 18:31
977727,온누리 농축산 아르바이트에서 팀장을 잘못 만나 하루도 쉬지 못하고 있습니다. 매우 스트레스를 받고 있습니다.,스트레스가 심한 환경이라는 의견이 있습니다.; 일자리를 바꾸라는 조언이 있습니다.,농축산; 팀장; 스트레스,경험성,357,2025-01-25 18:24
977726,"은행사거리의 새로운 가게에서 아르바이트를 시작했지만, 시급을 받지 못했습니다. 가게 오픈 초기 상황이지만, 최소한의 소통은 필요하다고 생각합니다.",시급 문제를 신고하라는 의견이 있습니다.; 가게 운영에 대해 비판적인 의견이 있습니다.,시급; 아르바이트; 은행사거리,경험성,162,2025-01-25 18:21
977724,온라인 티켓팅 대리 예약 아르바이트에 대해 급여가 제대로 지급되는지 궁금합니다.,급여가 제대로 지급되지 않는 경우가 많다는 의견이 있습니다.,티켓팅; 대리 예약; 급여,질문성,179,2025-01-25 17:46
977723,1월 8일부터 지금까지 9개 이상의 이력서를 지원했지만 대부분 열람되지 않았습니다. 일자리를 찾는 것이 어렵습니다.,이력서를 많이 넣어야 한다는 경험담이 있습니다.; 직접 방문해서 이력서를 제출하라는 조언이 있습니다.,이력서; 취업; 지원,질문성,361,2025-01-25 17:44
977710,"쿠팡에서 일하는 것보다 같은 최저시급을 받는 편의점에서 일하는 것이 더 낫다고 느꼈습니다. 특히 쿠팡의 노동 강도가 높고, 경쟁이 치열한 꿀자리를 잡는 것도 쉽지 않기 때문입니다. 최근 경험한 쿠팡의 여러 파트에서 일한 결과, 편의점에서 일하는 것이 훨씬 낫다고 판단했습니다.","동의합니다. 가까운 편의점에서 일하는 것이 더 나을 것 같습니다.; 편의점도 경쟁률이 높습니다. 지원해보세요.; 편의점이 물류보다 편한 것은 사실이나, 쿠팡은 수당이 잘 나오고 주휴수당도 있습니다.",쿠팡; 편의점; 노동 강도,경험성,373,2025-01-25 16:20
977708,"카페에서 무경력으로 면접을 보았는데, 인상이 좋다고 하셨습니다. 다만 면접자 2-3명이 더 있다고 하셔서 결과를 기다리고 있는 중입니다. 만약 붙더라도 처음 하는 일이라 걱정됩니다.",다른 면접자가 경력자이고 인상이 좋으면 떨어질 가능성이 있습니다. 하지만 성실함을 보여주면 쉽게 자르지 않을 것입니다. 응원합니다.; 프랜차이즈인지 궁금합니다.; 걱정하지 마시고 최선을 다하세요.,카페; 무경력; 면접,질문성,617,2025-01-25 15:45
977707,"약 120~150명이 함께 사용하는 휴게실에서 야쿠르트 윌 제품이 도난당하는 사건이 발생했습니다. 결국 외국인 직원이 훔치다 적발되어 퇴사하게 되었습니다. 피해자를 비난하는 분위기도 있었지만, 안전한 근무 환경을 위해 노력해야 한다고 생각합니다.",외국인이라고 면책될 수 없습니다.; 회사의 규정에 따라 행동해야 합니다.; 도난 방지를 위해 주의를 기울여야 합니다.,휴게실; 야쿠르트 도난; 근무 환경,경험성,662,2025-01-25 15:39
977704,"작년 12월 중순부터 주방에서 일했는데, 최근 그만두게 되었습니다. 점장이 다른 직원들의 월급을 주지 않는다고 해서 걱정입니다. 저도 못 받을까봐 불안한데, 점장이 취해서 손님과 싸운 일도 있었습니다. 월급을 받지 못하면 어떻게 해야 할까요?",노동부에 신고하세요.; 노동부에 전화 상담하세요.; 신고조차 어려울 것 같으면 잊으세요.,주방; 월급; 노동부,질문성,204,2025-01-25 15:32
977703,"보드게임 카페에서 주말 미들 시간대에 일하려고 하는데, 많이 힘든지 궁금합니다. 사람들이 많이 오는 것으로 알고 있습니다.",많이 힘듭니다.,보드게임 카페; 주말 근무; 고객 수,질문성,150,2025-01-25 15:28
977670,"아이큐 77인 경우 지적장애는 아니지만, 경계성 지능으로 분류될 수 있습니다. 법적 장애인은 아니지만, 취업이나 아르바이트에 어려움을 겪을 수 있습니다.",동의합니다. 느린학습자 경계성 장애입니다. 법적 장애인은 아닙니다.; 지적장애 기준은 IQ 70 이하입니다. 경계선 지능입니다.; 아르바이트를 하는 사람들이 일을 못한다는 것은 아닙니다. 편견 없는 사회가 되었으면 합니다.,아이큐; 지적장애; 경계성 지능,질문성,590,2025-01-25 09:09
977669,"면접 후 불합격 통보를 받았습니다. 면접 시 2명을 채용하여 교육 후 1명을 남기는 방식을 설명받았습니다. 불합격은 아쉬웠지만 빠른 통보에 감사하며, 앞으로의 취업을 기대합니다.",곧 맞는 곳을 찾을 것입니다. 힘내세요.; 더 좋은 곳에 취직될 것입니다. 힘내세요.; 응원합니다. 새해 복 많이 받으세요. 모두 화이팅입니다.,면접; 불합격 통보; 취업,경험성,613,2025-01-25 08:38
977668,부천의 ㅎㅇㅂ팩토리에서 작업반장의 부적절한 행동을 경험했습니다. 부당한 대우로 인해 결국 노동청에 신고했습니다.,금융치료 잘하셨습니다.; 정신 차리게 해야 합니다.,부천; 작업반장; 부당 대우,경험성,361,2025-01-25 08:27
977667,이천 지그재그 업체에서 4일째 임금을 받지 못했습니다. 주의가 필요합니다.,급여 꼭 받으시길 바랍니다.; 천벌 받을 사람들입니다.,이천; 임금 체불; 상지업체,경험성,371,2025-01-25 08:15
977666,"설 연휴에 단기 아르바이트를 하게 되었는데, 연휴 근무 시 임금이 1.5배인지 궁금합니다.",생산직 특근에 해당됩니다. 명절 수당은 별도로 확인하세요.; 법적으로 5인 이상 사업장은 특근 수당 지급해야 합니다.,설 연휴; 단기 아르바이트; 특근 수당,질문성,461,2025-01-25 08:09
977645,"같이 일하는 직원이 업무 시간에 자주 자리를 비우고 개인 업무를 보며, 그로 인해 본인이 업무에 지장을 받고 있다는 내용입니다. 오래 일한 직원이라 말하기 어려운 상황입니다.",오래 일한 직원이라도 봐주지 마세요. 초심을 잃은 것 같습니다.; 사장에게 말하세요. 짜증이 납니다.,업무 태도; 자리 비움; 개인 업무,경험성,419,2025-01-25 00:52
977642,이천의 지그재그 업체에서 3일째 돈을 받지 못하고 있다는 내용입니다. 상습적으로 이름을 바꿔가며 공고를 올린다는 의심이 있습니다.,입금을 요청했더니 확인 후 입금해 주었습니다.; 말로만 보내겠다고 하고 잠수탑니다.,이천; 지그재그; 미지급,경험성,543,2025-01-24 23:38
977641,아웃소싱을 통해 채용하는 매장 판매직에 지원했으나 주말과 연휴로 인해 연락이 늦어질 것 같다는 걱정을 표현합니다.,,아웃소싱; 채용; 연락 지연,질문성,106,2025-01-24 23:28
977638,취업과 나라 정세의 관계에 대한 질문입니다. 매년 취업이 어렵다고 하지만 올해가 특히 어렵다는 의견입니다.,"취업은 항상 비슷한 것 같고, 지금은 알바 구하기가 특히 어렵습니다.; 대학교가 방학해서 그런 것 같습니다.",취업; 나라 정세; 알바,질문성,417,2025-01-24 22:47
977635,"지그재그에 다녀오면 자존감이 떨어진다는 내용입니다. 타인과의 비교, 자신감 저하 등을 느끼고 있습니다.",말이 너무 길어서 이해가 어렵습니다.; 한국말이 어렵다는 생각이 들었습니다.,자존감; 비교; 자신감,경험성,625,2025-01-24 22:22
977633,식당 정직원과 알바 중 어떤 선택을 할지에 대한 질문입니다. 각자의 장단점을 비교하고 있습니다.,정직원 선택이 더 나아 보입니다.; 설 연휴가 없다던데요?,식당; 정직원; 알바,질문성,113,2025-01-24 22:18
977632,편의점에서 콘센트를 사용할 수 있는지에 대한 질문입니다. 대부분 허용된다는 의견입니다.,편의점에서 충전기를 구비해 놓고 사용하도록 하는 경우가 많습니다.; 충전해도 된다고 물어보면 됩니다.,편의점; 콘센트; 핸드폰 충전,질문성,300,2025-01-24 21:52
977631,27살에 전문대를 졸업하고 중소기업에 취업한 경험을 나누고 있습니다. 어려움과 우울함을 느낍니다.,"첫 취업이 27살이라면 조금 늦지만, 자책하지 마세요.; 아직 20대이니 긍정적으로 생각하세요.",취업; 전문대; 중소기업,경험성,558,2025-01-24 21:51
977630,맨파워코리아라는 아웃소싱 회사의 고용 형태에 대한 질문입니다. 도급인지 정규직인지 혼란스러워 하고 있습니다.,아웃소싱 소속 정규직은 하청회사 직원이라는 뜻입니다.,맨파워코리아; 아웃소싱; 고용 형태,질문성,214,2025-01-24 21:47
977629,점장 때문에 스트레스를 받아 본사에 메일을 보내고 싶다는 내용입니다. 교육이 제대로 이루어지지 않았다고 불만을 토로합니다.,메일 보내도 달라지는 것은 없습니다. 결과만 봅니다.,점장; 본사; 스트레스,경험성,20,2025-01-24 21:45
977616,"아웃소싱 업체의 계약 만료 시 이직확인서 발급 여부에 대한 궁금증을 나타내며, 퇴사 후의 절차에 대한 불안감을 표현합니다.","해당 아웃소싱 업체는 신뢰하기 어렵다는 평판이 있으며, 이직확인서를 발급하지 않을 가능성이 있습니다.",아웃소싱; 이직확인서; 계약 만료,질문성,113,2025-01-24 20:34
977614,농축산 관련 상인회에서 비협조적인 태도와 행사의 비효율적인 진행에 대한 불만을 제기합니다.,장소 협조 신청도 없이 행사를 진행하는 문제를 지적합니다.; 소수의 고객만 방문하여 비효율적이라는 의견이 있습니다.,농축산; 상인회; 행사,경험성,160,2025-01-24 20:30
977612,"카페의 직영점과 가맹점의 차이에 대한 질문과 함께, 직영점의 채용 빈도가 높은 이유를 묻습니다.",카페 직영점은 여러 지점에서 인력을 순환 배치하기 때문에 채용 빈도가 높습니다.,카페; 직영점; 가맹점,질문성,153,2025-01-24 20:06
977610,사장님의 폭언으로 인한 스트레스와 법적 보상을 받을 수 있는 방법에 대해 질문합니다.,녹음을 통해 모욕죄로 신고할 수 있습니다.; 증거를 잘 모아 고소하는 것이 좋습니다.,폭언; 보상; 법적 조치,질문성,350,2025-01-24 20:02
977609,상시 모집에 참여하지 말라는 경고 메시지를 전달합니다.,상시 모집은 문제가 있는 경우가 많다는 의견이 있습니다.,상시 모집; 경고; 문제,경험성,1,2025-01-24 20:01
977608,영어 도서관에서의 아르바이트 시작에 대한 개인적인 소감을 나눕니다.,댓글: 없음,영어 도서관; 아르바이트; 소감,경험성,161,2025-01-24 20:00
977606,온누리 수산에서의 업무가 매우 수월하다는 개인적인 의견을 공유합니다.,수산 업무가 수월하다는 의견이 많습니다.; 농축산 업무는 추천하지 않는다는 의견이 있습니다.,온누리; 수산; 업무,경험성,370,2025-01-24 19:51
977604,"아르바이트 구하기의 어려움을 토로하며, 지원 후 면접과 연락의 부족에 대한 불만을 나타냅니다.",최근 많은 지원에도 불구하고 일자리를 구하기 어렵다는 의견이 많습니다.; 2월 중순 이후에는 일자리가 조금 더 나올 것이라는 희망적인 의견이 있습니다.,아르바이트; 구직; 어려움,질문성,508,2025-01-24 19:48
977601,직장에서의 텃세와 불편한 근무 환경에 대한 불만을 표현합니다.,직장이 불만족스럽다면 그만두는 것이 좋다는 의견이 있습니다.,텃세; 근무 환경; 불만,경험성,163,2025-01-24 19:35
